BuildingType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberOfPropertyUseTypes,PrimaryProperty,SecondLargest,ThirdLargest,NombreAnnees
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,2002,1.0,4,0,110785,58563.0,48520.0,29839.0,,10557910.0,92.91,5,MIXED USE,FOOD AND BEVERAGE,PARKING,14
NONRESIDENTIAL,7,DOWNTOWN,1999,1.0,0,0,934292,495536.0,438756.0,49700.0,,65047284.0,1638.46,5,HOTEL,PARKING,FOOD AND BEVERAGE,17
SPS-DISTRICT K-12,1,DELRIDGE,1999,1.0,1,0,71714,71714.0,0.0,0.0,87.0,2371358.0,36.24,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,17
NONRESIDENTIAL,4,LAKE UNION,1991,1.0,3,8161,67236,67236.0,8161.0,0.0,91.0,549181.375,9.63,2,STORAGE,PARKING,NOT CONCERNED,25
NONRESIDENTIAL,2,DOWNTOWN,1999,1.0,5,12611,90185,55259.0,40091.0,3231.0,,10105379.0,193.94,6,HEALTH AND MEDICAL,HEALTH AND MEDICAL,EDUCATION,17
SPS-DISTRICT K-12,1,SOUTHWEST,2002,1.0,2,0,208981,208981.0,0.0,0.0,80.0,8164853.0,207.79,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,14
NONRESIDENTIAL,4,NORTHEAST,1928,1.0,2,0,55653,55500.0,0.0,0.0,98.0,1377627.0,72.88,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,4,NORTHEAST,1931,1.0,16,0,106860,106860.0,0.0,0.0,49.0,11935719.0,469.57,1,HOTEL,NOT CONCERNED,NOT CONCERNED,85
NONRESIDENTIAL,5,NORTH,1972,1.0,5,0,50759,47079.0,3680.0,0.0,62.0,3147042.0,49.09,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,44
NONRESIDENTIAL,4,NORTHEAST,1952,1.0,2,0,56772,56772.0,0.0,0.0,46.0,2439484.75,84.57,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,64
NONRESIDENTIAL,4,NORTHEAST,1952,1.0,3,0,103000,103000.0,0.0,0.0,42.0,4854429.5,149.93,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,64
SPS-DISTRICT K-12,4,NORTHEAST,2006,1.0,3,0,269297,269297.0,0.0,0.0,80.0,10498344.0,225.19,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,10
SPS-DISTRICT K-12,4,NORTHEAST,2001,1.0,3,0,75174,75174.0,0.0,0.0,77.0,2733846.0,71.86,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,15
SPS-DISTRICT K-12,7,MAGNOLIA / QUEEN ANNE,2003,1.0,3,0,75214,75214.0,0.0,0.0,88.0,2334260.0,43.98,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,13
SPS-DISTRICT K-12,1,SOUTHWEST,2005,1.0,3,0,134918,134918.0,0.0,0.0,91.0,3822102.5,69.42,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,11
SPS-DISTRICT K-12,3,CENTRAL,1991,1.0,2,0,64414,65310.0,0.0,0.0,67.0,2295176.5,16.0,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,25
SPS-DISTRICT K-12,6,NORTHWEST,1927,1.0,3,0,92437,92437.0,0.0,0.0,78.0,4626443.0,201.05,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,89
NONRESIDENTIAL,7,DOWNTOWN,1914,1.0,7,0,128766,109754.0,12876.0,6136.0,,6057410.0,57.21,3,OTHER SERVICES AND FACILITIES,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,102
NONRESIDENTIAL,7,DOWNTOWN,1955,1.0,15,0,230880,203000.0,0.0,0.0,,62197176.0,433.6,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,61
SPS-DISTRICT K-12,2,GREATER DUWAMISH,2007,1.0,3,0,204961,204961.0,0.0,0.0,94.0,8190809.0,226.06,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,9
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1973,1.0,1,0,76086,77810.0,0.0,0.0,,3267564.0,101.41,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,43
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1927,1.0,5,39000,151000,146741.0,9805.0,0.0,1.0,28731502.0,661.04,2,HEALTH AND MEDICAL,OFFICE AND BUSINESS,NOT CONCERNED,89
NONRESIDENTIAL,7,DOWNTOWN,1961,1.0,4,0,122309,122309.0,0.0,0.0,8.0,25453690.0,1060.13,1,HOTEL,NOT CONCERNED,NOT CONCERNED,55
CAMPUS,7,DOWNTOWN,1995,4.0,3,0,215476,217088.0,0.0,0.0,,24017770.0,639.39,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,21
NONRESIDENTIAL,7,DOWNTOWN,2003,1.0,8,38800,215473,277000.0,0.0,0.0,29.0,26659244.0,780.84,1,HOTEL,NOT CONCERNED,NOT CONCERNED,13
NONRESIDENTIAL COS,7,DOWNTOWN,1980,1.0,2,0,69400,69400.0,0.0,0.0,,14833476.0,301.76,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,36
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,1,0,62900,32494.0,29793.0,3384.300049,,10394330.0,377.27,3,MIXED USE,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,116
NONRESIDENTIAL,2,GREATER DUWAMISH,2008,1.0,4,0,203504,159372.0,44132.0,0.0,72.0,3785282.5,26.39,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,8
NONRESIDENTIAL,7,DOWNTOWN,1968,0.0,3,26731,74003,100734.0,0.0,0.0,20.0,9788717.0,68.24,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,48
NONRESIDENTIAL,7,DOWNTOWN,1981,1.0,4,18504,59158,62108.0,17570.0,0.0,57.0,5007401.0,68.19,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,35
NONRESIDENTIAL,7,DOWNTOWN,1978,1.0,12,21790,212210,173786.0,29865.0,25373.0,39.0,18661606.0,149.27,4,OFFICE AND BUSINESS,HEALTH AND MEDICAL,PARKING,38
NONRESIDENTIAL,7,DOWNTOWN,1989,1.0,25,0,369996,383942.0,127192.0,0.0,74.0,24755086.0,172.58,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,27
NONRESIDENTIAL,7,DOWNTOWN,1925,1.0,10,0,693450,361107.0,332343.0,0.0,93.0,40062888.0,398.19,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,91
NONRESIDENTIAL,7,DOWNTOWN,1976,1.0,33,0,791396,622034.0,132465.0,33110.0,89.0,40847752.0,313.3,5,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,40
NONRESIDENTIAL,7,DOWNTOWN,2000,1.0,23,205076,542671,542461.0,219045.0,9337.0,90.0,30985420.0,359.11,3,OFFICE AND BUSINESS,PARKING,FOOD AND BEVERAGE,16
NONRESIDENTIAL,7,DOWNTOWN,1930,1.0,17,30000,174790,142034.0,17070.0,14666.0,91.0,7739699.0,100.26,4,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,86
NONRESIDENTIAL,7,DOWNTOWN,1916,1.0,5,0,73399,51557.0,9976.0,0.0,61.0,3757006.0,26.19,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,100
NONRESIDENTIAL,7,DOWNTOWN,2009,1.0,25,228668,529375,582725.0,191082.0,0.0,95.0,27018020.0,229.25,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,7
NONRESIDENTIAL,7,DOWNTOWN,2009,1.0,36,154972,669915,743562.0,161119.0,0.0,97.0,39523852.0,275.54,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,7
NONRESIDENTIAL,7,DOWNTOWN,1990,1.0,16,141600,339240,311736.0,123356.0,18239.0,94.0,17867002.0,130.73,5,OFFICE AND BUSINESS,PARKING,HEALTH AND MEDICAL,26
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,6,0,89355,82355.0,7000.0,0.0,66.0,4178233.5,31.97,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1929,1.0,22,0,384302,348969.0,3291.899902,1437.0,98.0,10062436.0,70.15,3,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,87
NONRESIDENTIAL,7,DOWNTOWN,1983,1.0,47,0,1323055,1011135.0,272682.0,37595.0,94.0,44683660.0,318.97,3,OFFICE AND BUSINESS,PARKING,FOOD AND BEVERAGE,33
NONRESIDENTIAL,7,DOWNTOWN,1986,1.0,41,129432,460489,470416.0,107667.0,10290.0,84.0,24603420.0,171.52,3,OFFICE AND BUSINESS,PARKING,EDUCATION,30
NONRESIDENTIAL,7,DOWNTOWN,1968,1.0,8,62993,94948,84838.0,15401.0,0.0,81.0,3743228.5,26.1,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,48
NONRESIDENTIAL,7,DOWNTOWN,1958,1.0,6,25920,146922,99890.0,39336.0,25000.0,,41399504.0,362.66,3,OFFICE AND BUSINESS,OFFICE AND BUSINESS,PARKING,58
NONRESIDENTIAL,7,DOWNTOWN,1980,1.0,34,162604,614158,606050.0,154947.0,0.0,81.0,32552428.0,231.32,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,36
NONRESIDENTIAL,7,DOWNTOWN,1969,1.0,49,368980,754455,808980.0,232248.0,30329.0,89.0,45163308.0,627.87,5,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,47
NONRESIDENTIAL,7,DOWNTOWN,2002,1.0,37,164420,888049,765351.0,185581.0,103478.0,93.0,41213584.0,287.32,11,OFFICE AND BUSINESS,PARKING,OFFICE AND BUSINESS,14
NONRESIDENTIAL COS,3,DOWNTOWN,1990,1.0,63,159600,1195387,1191115.0,159599.0,18656.0,89.0,61576184.0,429.27,2,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,26
NONRESIDENTIAL COS,3,DOWNTOWN,2001,1.0,14,0,310490,269284.0,28394.0,600.0,,21169502.0,380.37,3,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,15
NONRESIDENTIAL COS,7,DOWNTOWN,2003,1.0,8,30660,168870,160418.0,18590.0,17480.0,69.0,13214416.0,298.61,4,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,13
NONRESIDENTIAL,7,DOWNTOWN,2006,1.0,13,52703,319539,319539.0,52703.0,0.0,98.0,13843866.0,216.24,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,10
NONRESIDENTIAL,7,DOWNTOWN,1909,1.0,7,8296,106099,96582.0,0.0,0.0,99.0,2746560.75,70.17,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,107
NONRESIDENTIAL,4,NORTHEAST,1978,1.0,2,0,89200,89200.0,0.0,0.0,83.0,6461937.0,89.47,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,38
NONRESIDENTIAL,4,NORTHEAST,1971,1.0,23,0,474546,474546.0,0.0,0.0,77.0,28450436.0,198.34,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,45
NONRESIDENTIAL,4,NORTHEAST,1961,0.0,5,0,99005,79555.0,0.0,0.0,70.0,4728488.5,119.03,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,4,NORTHEAST,2002,1.0,6,44248,90803,95943.0,42500.0,0.0,88.0,4426136.0,30.86,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,14
NONRESIDENTIAL,4,NORTHEAST,2002,1.0,5,82720,137929,145754.0,90000.0,0.0,93.0,7046345.5,49.12,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,14
NONRESIDENTIAL,7,DOWNTOWN,1964,1.0,5,0,93660,93660.0,0.0,0.0,,873221.875,6.09,1,STORAGE,NOT CONCERNED,NOT CONCERNED,52
NONRESIDENTIAL,7,DOWNTOWN,1980,1.0,18,64660,349055,348270.0,69634.0,0.0,79.0,24224888.0,168.88,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,36
NONRESIDENTIAL,7,DOWNTOWN,2000,1.0,11,195621,185760,182820.0,164192.0,37782.0,94.0,9765777.0,72.42,3,MIXED USE,OFFICE AND BUSINESS,HEALTH AND MEDICAL,16
NONRESIDENTIAL,7,DOWNTOWN,1988,1.0,20,118744,378769,367623.0,114510.0,0.0,65.0,26823218.0,197.19,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,28
NONRESIDENTIAL,7,DOWNTOWN,1979,1.0,24,116721,427155,424044.0,107300.0,0.0,79.0,25307744.0,176.43,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,37
NONRESIDENTIAL,7,DOWNTOWN,1980,1.0,4,38700,70647,42389.0,38700.0,28258.0,,8218155.5,91.13,3,MIXED USE,PARKING,OFFICE AND BUSINESS,36
NONRESIDENTIAL,7,DOWNTOWN,1982,1.0,6,124216,272410,274002.0,122624.0,0.0,64.0,20361158.0,141.95,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,34
NONRESIDENTIAL,7,DOWNTOWN,2002,1.0,6,83591,203880,191814.0,72178.0,5322.0,74.0,14913424.0,103.97,4,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,14
NONRESIDENTIAL,7,DOWNTOWN,1947,1.0,3,48512,144118,146157.0,48199.0,0.0,94.0,5357833.0,46.03,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,69
NONRESIDENTIAL,7,DOWNTOWN,1984,1.0,8,61986,191117,158681.0,70190.0,21782.0,3.0,29949248.0,208.79,4,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,32
NONRESIDENTIAL,6,NORTHWEST,1956,1.0,1,0,60880,61666.0,0.0,0.0,54.0,14293972.0,384.27,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,5,0,50176,50328.0,8329.0,4253.0,77.0,2933288.75,24.91,3,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,FOOD AND BEVERAGE,116
NONRESIDENTIAL,2,GREATER DUWAMISH,1977,1.0,1,0,128800,119200.0,9600.0,0.0,97.0,1809101.5,78.92,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,39
NONRESIDENTIAL,7,DOWNTOWN,1976,1.0,42,0,635824,718473.0,40000.0,19671.0,69.0,48479988.0,337.97,5,OFFICE AND BUSINESS,PARKING,FOOD AND BEVERAGE,40
NONRESIDENTIAL,2,SOUTHEAST,1980,1.0,2,0,291940,191940.0,100000.0,0.0,80.0,11688601.0,162.45,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,36
NONRESIDENTIAL,2,GREATER DUWAMISH,1970,0.0,1,0,88400,33450.0,29620.0,27715.0,42.0,4383100.5,116.03,3,MIXED USE,OFFICE AND BUSINESS,STORAGE,46
NONRESIDENTIAL,5,NORTHWEST,1960,1.0,1,0,52311,51116.0,0.0,0.0,96.0,930611.875,48.65,1,STORAGE,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,7,LAKE UNION,2009,1.0,5,69710,71421,74831.0,71643.0,0.0,,3085814.0,21.51,5,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,7
NONRESIDENTIAL,7,LAKE UNION,2001,1.0,5,70067,106465,103494.0,70067.0,0.0,60.0,5803409.0,40.46,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,15
NONRESIDENTIAL,6,BALLARD,1973,1.0,1,0,52500,49395.0,5853.0,0.0,2.0,3989399.0,70.47,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,43
NONRESIDENTIAL,6,BALLARD,1959,1.0,2,0,57300,29001.0,28299.0,0.0,55.0,4560492.0,156.67,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,57
NONRESIDENTIAL,7,DOWNTOWN,1916,1.0,6,0,350310,305233.0,26900.0,7666.0,90.0,18102026.0,224.36,3,OFFICE AND BUSINESS,EDUCATION,FOOD AND BEVERAGE,100
NONRESIDENTIAL,7,DOWNTOWN,1989,1.0,46,512608,1023998,1002403.0,377046.0,53116.0,89.0,56606136.0,530.18,6,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,27
NONRESIDENTIAL,7,DOWNTOWN,1914,1.0,4,0,79957,35694.0,29723.0,0.0,25.0,5252131.0,36.61,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,102
NONRESIDENTIAL,7,DOWNTOWN,1983,1.0,29,0,500000,411301.0,80005.0,14528.0,93.0,18848780.0,131.4,3,OFFICE AND BUSINESS,PARKING,RETAIL AND PERSONAL SERVICES,33
NONRESIDENTIAL,7,DOWNTOWN,1984,1.0,6,13200,96630,83485.0,13200.0,5000.0,45.0,7335905.5,51.14,4,OFFICE AND BUSINESS,PARKING,RETAIL AND PERSONAL SERVICES,32
NONRESIDENTIAL,7,DOWNTOWN,1920,1.0,8,0,60660,41958.0,4800.0,0.0,,2586116.0,18.03,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,96
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,4,0,63540,56747.0,0.0,0.0,72.0,3518459.5,74.83,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,110
NONRESIDENTIAL,7,DOWNTOWN,1927,1.0,10,0,130893,87925.0,27177.0,6644.0,80.0,6962073.0,48.54,3,OFFICE AND BUSINESS,FOOD AND BEVERAGE,HEALTH AND MEDICAL,89
NONRESIDENTIAL,7,DOWNTOWN,1910,1.0,5,0,79920,39960.0,26640.0,13320.0,,3009463.75,20.98,3,MIXED USE,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,106
CAMPUS,7,DOWNTOWN,1908,1.0,4,0,137400,44078.0,19182.0,14380.0,,14940504.0,316.2,9,MIXED USE,FOOD AND BEVERAGE,RESIDENTIAL AND HOUSING,108
NONRESIDENTIAL,7,DOWNTOWN,1996,1.0,6,86429,61423,64821.0,40629.0,13039.0,,9671619.0,185.03,4,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,OTHER SERVICES AND FACILITIES,20
NONRESIDENTIAL,7,DOWNTOWN,1996,0.0,4,166960,100375,166960.0,69947.0,27400.0,,7273155.5,147.75,3,OTHER SERVICES AND FACILITIES,ENTERTAINMENT AND LEISURE,OTHER SERVICES AND FACILITIES,20
NONRESIDENTIAL,7,DOWNTOWN,1980,1.0,36,0,794592,748011.0,36606.0,9975.0,96.0,26689658.0,216.43,3,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,36
NONRESIDENTIAL,7,DOWNTOWN,1971,1.0,21,93204,363100,342952.0,106466.0,0.0,74.0,19397324.0,135.23,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,45
NONRESIDENTIAL,7,DOWNTOWN,1986,1.0,12,15140,100717,104788.0,11844.0,528.0,89.0,4757299.5,33.17,3,OFFICE AND BUSINESS,PARKING,FOOD AND BEVERAGE,30
NONRESIDENTIAL,7,DOWNTOWN,1999,1.0,4,17500,70000,70090.0,1672.0,0.0,72.0,4549892.0,31.72,2,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,NOT CONCERNED,17
NONRESIDENTIAL,7,DOWNTOWN,1998,1.0,11,184776,189629,150969.0,41829.0,0.0,72.0,13329024.0,92.92,2,OFFICE AND BUSINESS,HEALTH AND MEDICAL,NOT CONCERNED,18
NONRESIDENTIAL,7,DOWNTOWN,1985,1.0,12,38000,155500,146689.0,0.0,0.0,,14436982.0,100.65,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,31
NONRESIDENTIAL,7,DOWNTOWN,1925,1.0,4,0,52800,38880.0,12960.0,0.0,83.0,2429021.0,44.48,2,OFFICE AND BUSINESS,FOOD AND BEVERAGE,NOT CONCERNED,91
NONRESIDENTIAL,3,EAST,1992,1.0,14,407795,282363,270384.0,270383.0,0.0,58.0,21156670.0,147.49,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,24
NONRESIDENTIAL,7,LAKE UNION,2001,1.0,6,177660,200783,164332.0,108781.0,54184.0,100.0,55073120.0,456.22,6,MIXED USE,OFFICE AND BUSINESS,OFFICE AND BUSINESS,15
NONRESIDENTIAL,7,LAKE UNION,1979,1.0,5,29409,79608,109017.0,0.0,0.0,34.0,9474745.0,243.66,1,HOTEL,NOT CONCERNED,NOT CONCERNED,37
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1981,1.0,5,38452,237282,228504.0,47404.0,0.0,77.0,16373232.0,114.14,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,35
NONRESIDENTIAL,2,GREATER DUWAMISH,2001,1.0,1,0,123061,123061.0,0.0,0.0,59.0,1987934.625,13.86,1,STORAGE,NOT CONCERNED,NOT CONCERNED,15
NONRESIDENTIAL,2,GREATER DUWAMISH,1963,1.0,1,0,59090,40272.0,18818.0,0.0,45.0,2756214.75,117.11,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,53
NONRESIDENTIAL,2,GREATER DUWAMISH,1963,1.0,1,0,106000,106001.0,0.0,0.0,93.0,763364.5,5.32,1,STORAGE,NOT CONCERNED,NOT CONCERNED,53
NONRESIDENTIAL,4,LAKE UNION,1962,1.0,3,38400,120200,125779.0,32821.0,20000.0,19.0,18309150.0,236.9,3,OFFICE AND BUSINESS,PARKING,HEALTH AND MEDICAL,54
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,119661,118733.0,0.0,0.0,97.0,775729.1875,5.44,1,STORAGE,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,3,LAKE UNION,2001,1.0,7,44728,94472,82098.0,0.0,0.0,81.0,4342597.0,30.27,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,15
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1984,1.0,6,33921,61800,95721.0,31746.0,0.0,95.0,3063504.5,21.36,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,32
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1996,2.0,5,115228,98055,105563.0,0.0,0.0,83.0,5661689.5,39.47,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,20
NONRESIDENTIAL,4,LAKE UNION,2001,1.0,3,47656,56041,63199.0,0.0,0.0,7.0,11319836.0,374.92,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,15
NONRESIDENTIAL,5,NORTH,1974,1.0,5,0,74880,71751.0,0.0,0.0,56.0,5134607.5,35.8,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,42
NONRESIDENTIAL,5,NORTH,1979,1.0,6,0,88774,85339.0,0.0,0.0,53.0,6029121.5,42.03,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,37
NONRESIDENTIAL,5,NORTH,1983,1.0,5,0,122250,91281.0,30177.0,5931.0,93.0,5535626.0,38.59,4,OFFICE AND BUSINESS,EDUCATION,OFFICE AND BUSINESS,33
NONRESIDENTIAL,5,NORTH,1979,1.0,4,0,53730,53730.0,0.0,0.0,20.0,4742869.0,33.06,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,37
NONRESIDENTIAL,1,DELRIDGE,1960,1.0,3,0,55593,55593.0,0.0,0.0,55.0,4224872.5,93.23,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,7,LAKE UNION,1982,1.0,4,60960,73096,72066.0,59137.0,0.0,54.0,4695139.0,32.73,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,34
NONRESIDENTIAL,2,GREATER DUWAMISH,2005,1.0,1,0,158415,158415.0,0.0,0.0,25.0,22394416.0,454.49,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,11
NONRESIDENTIAL,7,LAKE UNION,1929,1.0,8,0,287819,155985.0,88350.0,15630.0,,48406556.0,349.07,4,OFFICE AND BUSINESS,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,87
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1985,1.0,4,28800,58195,58195.0,28800.0,0.0,81.0,2991674.75,20.86,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,31
NONRESIDENTIAL,6,BALLARD,1999,1.0,1,0,164437,102653.0,74102.0,0.0,62.0,18390344.0,326.18,3,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,PARKING,17
NONRESIDENTIAL,7,LAKE UNION,2009,1.0,5,66234,118248,118016.0,66234.0,1595.0,95.0,5671256.0,40.47,3,OFFICE AND BUSINESS,PARKING,OTHER SERVICES AND FACILITIES,7
NONRESIDENTIAL,7,LAKE UNION,1928,1.0,3,0,55200,54880.0,320.0,0.0,,11594121.0,269.71,2,HEALTH AND MEDICAL,OFFICE AND BUSINESS,NOT CONCERNED,88
NONRESIDENTIAL,7,LAKE UNION,2003,1.0,4,111793,129366,176171.0,0.0,0.0,,33713876.0,849.83,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,13
NONRESIDENTIAL,7,LAKE UNION,2004,1.0,6,52582,86700,79384.0,52582.0,3027.0,96.0,3238216.0,22.57,5,OFFICE AND BUSINESS,PARKING,OFFICE AND BUSINESS,12
NONRESIDENTIAL,7,LAKE UNION,2009,1.0,5,98700,172371,168132.0,96918.0,16862.0,96.0,7851334.5,61.93,3,OFFICE AND BUSINESS,PARKING,HEALTH AND MEDICAL,7
NONRESIDENTIAL,3,LAKE UNION,1914,1.0,5,0,127800,127800.0,0.0,0.0,56.0,2767491.0,29.53,1,STORAGE,NOT CONCERNED,NOT CONCERNED,102
NONRESIDENTIAL,3,LAKE UNION,2002,1.0,5,206597,353919,372503.0,189133.0,0.0,71.0,30083496.0,632.4,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,14
NONRESIDENTIAL,3,LAKE UNION,2001,1.0,6,95000,131592,131592.0,83178.0,0.0,49.0,11963428.0,94.64,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,15
NONRESIDENTIAL,7,LAKE UNION,2003,1.0,5,50654,109046,72407.0,49314.0,37406.0,,31371618.0,726.96,4,MIXED USE,PARKING,OFFICE AND BUSINESS,13
NONRESIDENTIAL,7,LAKE UNION,2006,1.0,4,73673,136143,113803.0,79091.0,15803.0,97.0,6917478.5,122.68,4,OFFICE AND BUSINESS,PARKING,HEALTH AND MEDICAL,10
NONRESIDENTIAL,7,LAKE UNION,2006,1.0,6,109905,193198,178628.0,99368.0,6015.0,97.0,7519466.5,69.59,3,OFFICE AND BUSINESS,PARKING,OFFICE AND BUSINESS,10
